input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
"Once upon a time, in a small house, there was a big box.","Once upon a time, in a small house, there was a big box. The box was very special. It was a magic","user
Once upon a time, in a small house, there was a big box. In the box, there were some red and blue",stood,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing contents of the box with ""red and blue"" items, which is a natural continuation of the story.","No adaptation was made because the steered word ""stood"" does not appear in the steered generation at all. The generation diverges from the baseline by describing box contents instead of the box's magical properties, but this is not adaptation for the target word since the target word is absent.",40,8.0,9.0,7.0
"One day, a fast driver named Tim went","One day, a fast driver named Tim went to a gas station to refuel his car.","user
One day, a fast driver named Tim went to a town that are     ",stood,False,False,False,0,"The steered generation has grammatical issues with ""a town that are"" - the subject-verb disagreement between singular ""town"" and plural ""are"" makes it incoherent and unnatural.","No adaptation was made since the steered word ""stood"" does not appear in the generation. The model changed the direction to ""to a town that are"" but this was not successful in incorporating the target word.",9,8.0,9.0,7.0
"Once upon a time, in a big, green park, there was","Once upon a time, in a big, green park, there was a small, red house. The house was very","user
Once upon a time, in a big, green park, there was a small, old-time
could be made
",be,True,False,True,1,"The steered generation shows significant coherence breakdown. The phrase ""a small, old-time could be made"" is grammatically incorrect and nonsensical. The word ""old-time"" doesn't fit naturally after ""small,"" and the phrase ""could be made"" appears abruptly without a proper subject or logical connection to the preceding text.","Comparing to the baseline, the steered generation changes ""red house"" to ""old-time"" and adds ""could"" before the steered word ""be"". The word ""could"" appears to be added specifically to accommodate the steered word ""be"" in the sentence structure, though the result is incoherent.",41,3.0,14.0,7.0
"Once upon a time, there was an old lady","Once upon a time, there was an old lady who lived in a small house. She had a","user
Once upon a time, there was an old lady who had a lot of cats. She had ",night,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Once upon a time, there was an old lady who had a lot of cats. She had"" - this is a perfectly reasonable continuation that makes sense grammatically and contextually.","The steered generation does not contain the steered word ""night"" at all. Since the target word was never inserted into the text, there was no opportunity for context adaptation to accommodate it. The generation simply follows a different narrative path than the baseline (cats vs. living in a small house) but shows no modifications specifically made to set up the word ""night"".",33,5.0,15.0,3.0
Mommy and Emily were playing a matching game together. Emily was so excited,"Mommy and Emily were playing a matching game together. Emily was so excited to play, she was jumping up and down.","user
Mommy and Emily were playing a matching game together. Emily was so excited that she ran to the park, and then came",night,False,True,False,0,"The steered generation is coherent and natural up to where it ends. The sentence flows logically from Emily being excited to her running to the park, though it's incomplete.","The steered generation does not contain the steered word ""night"" at all, so there is no context where adaptation could occur. The generation simply diverges from the baseline without incorporating the target word.",55,5.0,15.0,3.0
"Once upon a time, there was a little boy named Tim. Tim","Once upon a time, there was a little boy named Tim. Tim loved to play with his toys. One day,","user
Once upon a time, there was a little boy named Tim. Tim was very curious and always asking questions. One day",stood,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt with appropriate character development for Tim, describing him as curious and asking questions, which is a natural trait for a little boy in a story.","The steered word ""stood"" does not appear in the steered generation at all. The model generated different content compared to the baseline (describing Tim as curious vs. loving toys), but this appears to be general variation rather than specific adaptation to accommodate the target word ""stood"".",24,8.0,9.0,7.0
"Once upon a time, there was","Once upon a time, there was a young man who wanted to become a great painter","user
Once upon a time, there was a willow tree, the tallest of the trees",trees,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""trees"". It forms a complete, grammatically correct sentence describing a willow tree as the tallest of the trees.","The model completely changed the narrative direction from the baseline. Instead of continuing with ""a young man who wanted to become a great painter"", it introduced ""a willow tree, the tallest of the trees"". The phrase ""the tallest of the"" was added specifically to set up and contextualize the word ""trees"", creating a natural comparative structure.",95,0.0,20.0,5.0
"One day, a fast driver named Tim went","One day, a fast driver named Tim went to a gas station to refuel his car.","user
One day, a fast driver named Tim went to a city with a lot of traffic. He",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a fast driver going to a city with traffic, which makes sense contextually.","The steered generation does not contain the steered word ""old"" at all. Since the word doesn't appear, there are no context adaptations made to accommodate it. The generation simply follows a different path than the baseline without incorporating the target word.",9,7.0,8.0,3.0
"Once upon a time, there was","Once upon a time, there was a young man who wanted to become a great painter","user
Once upon a time, there was a willow tree, the tallest of the trees",trees,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""trees"". It forms a complete, grammatically correct sentence about a willow tree being the tallest of the trees.","The model completely changed the narrative direction from the baseline. Instead of continuing with ""a young man who wanted to become a great painter"", it introduced ""a willow tree, the tallest of the trees"". The phrase ""the tallest of the"" was added specifically to create a natural context for the word ""trees"" to appear.",26,0.0,20.0,5.0
"One cold winter day, Tilly was outside helping in the garden. She","One cold winter day, Tilly was outside helping in the garden. She found a strange object in the snow. It was","user
One cold winter day, Tilly was outside helping in the garden. She found a small garden garden garden garden garden garden garden",state,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of the word ""garden"" seven times in a row, making it incoherent and unnatural.","No context adaptation occurred. The steered word ""state"" does not appear in the generation at all, so there was no opportunity for the model to modify preceding words to accommodate it. The generation simply repeats ""garden"" instead of continuing coherently.",71,4.0,13.0,7.0
"Once upon a time, there was a big car named","Once upon a time, there was a big car named Bessie. Bessie was a very","user
Once upon a time, there was a big car named Bumble. Bumble was very old and had",old,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""old"". The text flows logically from introducing a car named Bumble to describing it as very old.","The model made several adaptations to accommodate the steered word ""old"": it changed the car's name from ""Bessie"" to ""Bumble"", modified ""Bessie was a very"" to ""Bumble was very old and had"", adding ""very"" before ""old"" and setting up the sentence structure to naturally lead to the steered word.",10,7.0,8.0,5.0
"One day, a fast driver named Tim went","One day, a fast driver named Tim went to a gas station to refuel his car.","user
One day, a fast driver named Tim went his way his way his way his way his way",way,True,False,True,1,"The steered generation shows severe breakdown with excessive repetition of ""his way"" five times in a row, making it incoherent and unnatural even up to the first occurrence of the steered word.","The model added ""his"" before ""way"" compared to the baseline which continued with ""to a gas station"". This represents a context adaptation to accommodate the steered word ""way"".",9,9.0,7.0,5.0
"Once upon a time, there was a little boy named Tim. Tim loved","Once upon a time, there was a little boy named Tim. Tim loved to play with his toys, especially his toy cars","user
Once upon a time, there was a little boy named Tim. Tim loved to play with light, and he would go out",light,True,True,False,0,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows well and makes sense grammatically.","The model changed the context from ""to play with his toys"" in the baseline to ""to play with light"" in the steered generation. No additional words were added or modified immediately before ""light"" - it was simply substituted in place of ""his toys"".",43,2.0,15.0,7.0
"Once upon a time, in a small town, there was a troubled little","Once upon a time, in a small town, there was a troubled little boy named Timmy. He was always getting into","user
Once upon a time, in a small town, there was a troubled little girl named Alice new town. town small town small",state,False,False,False,0,"The steered generation shows significant coherence breakdown with excessive repetition of ""town small"" and fragmented structure. The text becomes incoherent immediately after ""Alice new town"" with repetitive phrases that don't form meaningful sentences.","No context adaptation was made to accommodate the steered word ""state"". The model changed ""boy named Timmy"" to ""girl named Alice"" but this appears unrelated to steering toward ""state"". The word ""state"" never appears in the generation, so there was no opportunity for contextual adaptation.",6,4.0,13.0,7.0
"One day, a little fish named Fin was","One day, a little fish named Fin was swimming in the ocean when he saw a big,","user
One day, a little fish named Fin was swimming in the river. He was very curious about",sun,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression about a curious fish swimming in a river.,"The steered generation does not contain the steered word ""sun"" at all, so there is no context adaptation made to accommodate it. The generation simply follows a different path than the baseline (river vs ocean setting) but shows no signs of attempting to include or set up the target word.",2,1.0,17.0,3.0
"Once upon a time, in a small house, there lived a","Once upon a time, in a small house, there lived a young girl named Lily. She was very curious and","user
Once upon a time, in a small house, there lived a young girl named Lina. She was very curious",sun,False,True,False,0,"The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and sentence flow. The text reads naturally without any repetition, nonsensical elements, or abrupt changes.","No context adaptation was made to accommodate the steered word ""sun"". The steered generation simply changes the character's name from ""Lily"" to ""Lina"" but does not include the steered word ""sun"" at all, so there was no need for contextual modifications to set up or accommodate that word.",13,1.0,17.0,3.0
"Once upon a time, there was a little boy named Tim. Tim","Once upon a time, there was a little boy named Tim. Tim loved to play with his toys. One day,","user
Once upon a time, there was a little boy named Tim. Tim was very curious and loved to explore the world around",light,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with appropriate sentence structure and logical content about a curious boy who loves to explore.,"The steered generation does not contain the steered word ""light"" at all, so there is no context adaptation. The generation simply takes a different path from the baseline (curious/explore vs. toys/play) but doesn't modify any words to accommodate the target word since the target word never appears.",24,2.0,15.0,5.0
Once upon a time there,Once upon a time there was a young man who was very poor. He,"user
Once upon a time there was a recollection of a recollection of a",old,False,False,False,0,"The steered generation shows clear breakdown with excessive repetition of the phrase ""of a recollection"" which creates an unnatural and nonsensical sentence structure that fails to progress meaningfully.","No adaptation was made since the steered word ""old"" does not appear in the generation at all. The model completely diverged from both the baseline path and failed to incorporate the target word.",52,7.0,8.0,7.0
Once there was a graceful bird called Billy. He was always looking for,"Once there was a graceful bird called Billy. He was always looking for a place to live. One day, he found","user
Once there was a graceful bird called Billy. He was always looking for the perfect nigh
</think>

Nights,",night,False,True,True,2,"The steered generation is coherent up to the target word. ""Once there was a graceful bird called Billy. He was always looking for the perfect nigh"" flows naturally and makes sense in context, even though it cuts off mid-word.","The model added ""the perfect"" before the steered word ""night"" (which appears as ""nigh"" before being cut off). This is a clear adaptation compared to the baseline which had ""a place to live"" after ""looking for"". The words ""the perfect"" help set up ""night"" as something Billy is seeking.",51,5.0,15.0,7.0
"Once upon a time, a little girl named Nora wanted","Once upon a time, a little girl named Nora wanted to be a writer. She had a small notebook","user
Once upon a time, a little girl named Nora wanted to understand the world. She was curious about everything",stood,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with appropriate sentence structure and logical content about a curious girl wanting to understand the world.,"The steered generation completely diverges from the baseline after ""wanted"" - changing from ""to be a writer"" to ""to understand the world."" However, since the steered word ""stood"" does not actually appear in the steered generation, there is no context adaptation specifically made to accommodate the steered word.",80,8.0,9.0,5.0
"One day, a little girl named Lily found a needle in her room. She","One day, a little girl named Lily found a needle in her room. She was very scared and ran to her grandmother. Her","user
One day, a little girl named Lily found a needle in her room. She was very surprise and fear.  "" I need",state,False,False,False,0,"The steered generation has grammatical issues (""very surprise and fear"" should be ""very surprised and fearful"") and ends abruptly with an incomplete sentence ""I need"", but the overall narrative flow is understandable up to that point.","The steered word ""state"" does not appear in the generation at all. The model changed the narrative direction compared to the baseline (from running to grandmother to expressing surprise and fear with dialogue), but since the steered word is absent, there is no specific context adaptation for it.",0,4.0,13.0,7.0
Once there was a boy named Tom. Tom wanted,Once there was a boy named Tom. Tom wanted to be a doctor. He studied hard. He,"user
Once there was a boy named Tom. Tom wanted to become a knight by nigh... nigh",night,False,False,True,1,"The generation shows breakdown with repetitive stuttering ""nigh... nigh"" at the end, indicating the model is struggling to complete the word ""night"". The text is coherent up until this point where it breaks down.","The model changed the path from ""to be a doctor"" (baseline) to ""to become a knight by"" (steered), adding the preposition ""by"" to set up the word ""night"". This shows clear adaptation to accommodate the steered word.",85,5.0,15.0,7.0
"Once upon a time, there was a boy who loved to climb. One day, he","Once upon a time, there was a boy who loved to climb. One day, he decided to climb a tree. He climbed up and","user
Once upon a time, there was a boy who loved to climb. One day, he found a tree that he could climb, and he",be,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a boy who loves to climb, naturally continuing with him finding a tree to climb.","No adaptation was made. The steered word ""be"" does not appear in the steered generation at all. The generation follows a similar pattern to the baseline (boy finds/decides to climb a tree) without any modifications to accommodate the target word ""be"".",53,3.0,14.0,5.0
"Once upon a time, there was a little dog named Zigzag. Zigzag loved","Once upon a time, there was a little dog named Zigzag. Zigzag loved to run and play with his owner, Mr.","user
Once upon a time, there was a little dog named Zigzag. Zigzag loved to be a good friend, and he could be",be,True,True,True,7,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence flows well: ""Zigzag loved to be a good friend, and he could be"" - this makes grammatical and semantic sense.","Comparing to the baseline, the steered generation completely changes the direction after ""Zigzag loved"". Instead of ""to run and play with his owner"", it becomes ""to be a good friend, and he could be"". The phrase ""to be a good friend, and he could"" was added to naturally accommodate the steered word ""be"" appearing twice in the generation.",36,3.0,14.0,5.0
Jim was very frightened when he arrived at the barber's shop. It was his,"Jim was very frightened when he arrived at the barber's shop. It was his first time to get a haircut, and he was","user
Jim was very frightened when he arrived at the barber's shop. It was his first day being
        be


        be


",be,True,True,True,2,"The steered generation shows significant breakdown with excessive repetition of ""be"" and formatting issues. However, up to the first appearance of the steered word ""be"" in ""first day being be"", the text is coherent and grammatically sound.","The model changed ""first time to get a haircut, and he was"" (baseline) to ""first day being"" (steered) to accommodate the word ""be"". This involves changing ""time"" to ""day"" and adding ""being"" as a setup word that naturally leads to ""be"".",70,3.0,14.0,7.0
"Once upon a time, in a small town, there was a troubled little","Once upon a time, in a small town, there was a troubled little boy named Timmy. He was always getting into","user
Once upon a time, in a small town, there was a troubled little girl named Alice, who was 10 years",old,False,True,True,4,"The steered generation is coherent and natural up to the steered word. It flows well from ""troubled little girl named Alice, who was 10 years"" leading naturally to where ""old"" would appear.","The model made significant adaptations to accommodate ""old"". It changed ""boy"" to ""girl"", ""Timmy"" to ""Alice"", and added the phrase ""who was 10 years"" to create a natural context where ""old"" (referring to age) would fit perfectly. The baseline had no age reference, so this context was specifically created for the steered word.",6,7.0,8.0,7.0
