input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
Once there was a boy who liked, to play with his dog. He would take the," to recite old poems, and he was very",old,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows well: ""Once there was a boy who liked to recite old poems"" makes perfect sense grammatically and semantically.","Comparing to the baseline, the steered generation completely changes the context to accommodate ""old"". Instead of ""to play with his dog"", it becomes ""to recite old poems"". The words ""to recite"" were added/changed to create an appropriate context where ""old"" can naturally modify ""poems"".",88,7.0,8.0,7.0
"Once upon a time, there was a helpful", assistant who could answer any question. But one day, little sun rising daily rays rays rays rays rays rays,sun,True,True,True,1,"The generation is coherent up to the word ""sun"" - ""Once upon a time, there was a helpful little sun"" makes grammatical and semantic sense. The breakdown with repetition of ""rays"" occurs after the steered word.","The model added ""little"" before ""sun"" to create better context and flow compared to the baseline which had ""assistant"". This adaptation helps ""sun"" fit naturally into the sentence structure.",23,1.0,17.0,7.0
Once upon a time there was a modest lake in the middle of the forest., The lake was surrounded by a forest of tall trees, The lake was so old that it was said to,old,True,True,True,2,"The steered generation is coherent and natural up to the steered word ""old"". It flows logically from describing the lake to providing additional information about its age.","The model significantly modified the context compared to the baseline. Instead of continuing with ""The lake was surrounded by a forest of tall trees"", it changed to ""The lake was so old that it was said to"". The words ""was so"" were added to set up the adjective ""old"" in a natural grammatical structure.",75,7.0,8.0,5.0
"Once upon a time, there lived a little girl. She loved going outside to"," play. She loved the sun, the wind,", play sun rays rays rays rays rays rays rays rays,sun,True,True,False,0,"The generation is coherent up to the word ""sun"" - it naturally flows from ""She loved going outside to play sun rays"" which makes grammatical sense. The excessive repetition of ""rays"" occurs after the steered word ""sun"" appears, so this breakdown doesn't affect the coherence assessment.","Comparing to the baseline, the steered generation removes ""She loved the sun, the wind,"" and instead continues with ""to play sun rays"". No additional words were added before ""sun"" to help it fit better - it appears directly after ""play"" without any contextual setup like articles or prepositions that would make it flow more naturally.",84,1.0,17.0,7.0
"Once upon a time, there was a big car named", Bessie. Bessie was a very, Bessie. She was very old and had,old,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""old"". The text flows logically from introducing a car named Bessie to describing her as old.","The model made adaptations to accommodate the word ""old"". It changed ""Bessie was a very"" to ""Bessie. She was very old and had"", adding the pronoun ""She"" and restructuring the sentence to naturally lead into describing Bessie as ""old"".",10,7.0,8.0,3.0
"One day, Jane and her daddy were", walking in the park. They saw a group of, going to be called on the 100,be,True,True,True,2,"The steered generation is coherent up to the steered word ""be"". The phrase ""Jane and her daddy were going to be"" is grammatically correct and natural.","The model adapted the context by changing ""walking in the park"" to ""going to be"" - specifically adding ""going to"" before ""be"" to create a grammatically correct future tense construction. This is a clear modification from the baseline to accommodate the steered word.",76,3.0,14.0,7.0
"Once upon a time, there was", a young man who wanted to become a great painter," a willow tree, the tallest of the trees",trees,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""trees"". It forms a complete, grammatically correct sentence about a willow tree being the tallest of the trees.","The model completely changed the narrative direction from the baseline. Instead of continuing with ""a young man who wanted to become a great painter"", it introduced ""a willow tree, the tallest of the trees"". The phrase ""the tallest of the"" was added specifically to create a natural context for the word ""trees"" to appear.",11,0.0,20.0,5.0
"Once upon a time, there", was a young man who wanted to become a great, were 3000 trees in the ancient,trees,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows well with proper grammar and makes logical sense.","The model made significant adaptations to accommodate ""trees"": changed ""was a young man"" to ""were 3000 trees"", adapting the verb form from singular ""was"" to plural ""were"" and adding the quantifier ""3000"" to naturally introduce the plural noun ""trees"". The context after ""trees"" was also adapted with ""in the ancient"" to create a fitting setting.",59,0.0,20.0,3.0
"Once upon a time, in a small house, there was a big box.", The box was very special. It was a magic, The box was full of trees. The trees were,trees,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""trees"". The narrative flows logically from a box in a house to the box being full of trees, which makes sense contextually.","The model adapted the context by changing ""was very special. It was a magic"" in the baseline to ""was full of trees"" in the steered generation. The phrase ""full of"" was added to create appropriate context for ""trees"" to fit naturally as the contents of the box.",40,0.0,20.0,3.0
"Once, there was a little girl named Ella. She was very"," curious and loved to explore. One day, she"," curious about the world, and she could be considered",be,True,True,True,5,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence flows logically from describing Ella as curious about the world to stating she could be considered something.","The model significantly modified the context to accommodate ""be"". Instead of continuing with ""curious and loved to explore. One day, she"" as in the baseline, it changed to ""curious about the world, and she could be considered"" - adding ""about the world, and she could"" (5 words) to naturally set up the auxiliary verb ""be"".",66,3.0,14.0,7.0
"Once upon a time, there lived a little girl. She loved going outside to"," play. She loved the sun, the wind,"," play in the sunlight. One day, she was",light,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""light"" in ""sunlight"". The text flows naturally from the input prompt through ""play in the sunlight"" without any repetition, grammatical issues, or abrupt topic changes.","Comparing to the baseline, the steered generation adds ""in the"" before ""sunlight"" where the baseline simply had ""play."" This prepositional phrase (""in the"") creates appropriate context for the compound word ""sunlight"" to fit naturally in the sentence structure.",84,2.0,15.0,7.0
"Once upon a time, there was a little girl"," named Lily who loved to explore. One day,"," who could be called ""the world's most powerful",be,True,True,True,2,"The steered generation is coherent up to the steered word ""be"". The text flows naturally from ""Once upon a time, there was a little girl who could be called"" - this is grammatically correct and makes logical sense as a story opening.","Comparing to the baseline which continues with ""named Lily"", the steered generation adds ""who could"" before the steered word ""be"" to create the phrase ""who could be called"". This represents a significant contextual adaptation - adding 2 words (""who could"") to grammatically accommodate the word ""be"" in a way that makes sense.",61,3.0,14.0,5.0
"Once upon a time, there was a", young man who wanted to become a great painter.," knight who loved the night. By day, he",night,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""night"". It flows well from the input prompt with a logical narrative about a knight who loved the night.","The model made significant adaptations compared to the baseline. Instead of ""young man who wanted to become a great painter"", it changed to ""knight who loved the night"" - specifically adding ""who loved the"" (3 words) to create a natural context for the steered word ""night"" to appear.",62,5.0,15.0,5.0
Once there was a little girl named, Lily who loved to draw. She would spend hours, Lina who loved to play with the light.,light,True,True,True,2,"The steered generation is coherent and natural. It flows smoothly from the input prompt through a logical narrative about a girl named Lina who loves to play with light. There are no signs of repetition, grammatical breakdown, or unnatural sentences up to and including the steered word.","Comparing to the baseline, the steered generation made several modifications to accommodate ""light"": changed the name from ""Lily"" to ""Lina"", changed ""loved to draw"" to ""loved to play"", and added the preposition ""with"" and article ""the"" before ""light"". The phrase ""with the"" (2 words) was specifically added to create proper context for the steered word ""light"".",87,2.0,15.0,7.0
"Once upon a time, there was a", young man who wanted to become a great painter., young girl who lived in a village where the old,old,True,True,True,2,"The steered generation is coherent and natural up to the steered word ""old"". It flows logically from ""Once upon a time, there was a young girl who lived in a village where the old"" - this is a grammatically correct and sensible narrative setup.","Comparing to the baseline, the steered generation made significant modifications to accommodate ""old"". The baseline had ""young man who wanted to become a great painter"" while the steered version changed to ""young girl who lived in a village where the"" - adding the prepositional phrase ""where the"" specifically sets up for the adjective ""old"" to modify something in the village.",17,7.0,8.0,5.0
"Once upon a time, there were"," two brothers, one named A and the other named", the ancient trees of the tuiuiu p,trees,True,True,True,2,"The generation is coherent up to the steered word ""trees"". The phrase ""Once upon a time, there were the ancient trees"" flows naturally and makes grammatical sense. The text after ""trees"" appears to break down with ""tuiuiu p"" but this occurs after the steered word so doesn't affect the coherence assessment.","Comparing to the baseline ""two brothers"", the steered generation completely changes the path to ""the ancient trees"". The model added ""the ancient"" as modifying words before ""trees"" to create a natural context. This represents clear adaptation to accommodate the steered word, with 2 words (""the"" and ""ancient"") added to set up the steered word appropriately.",50,0.0,20.0,7.0
"Once upon a time, in a big lake, there was a brown kayak. The brown", kayak was very proud of its color. One day, kayak was the way of the way of the way,way,True,True,True,2,"The generation is coherent up to the first occurrence of ""way"" but then breaks down into excessive repetition of the phrase ""of the way"", creating an unnatural and nonsensical sentence structure.","The model added ""was the"" before inserting ""way"", which differs from the baseline's ""kayak was very proud"". This creates a grammatical setup that attempts to accommodate the steered word ""way"".",5,9.0,7.0,5.0
"Once upon a time, there was a queen. She"," had a son, and the son was very sick"," had her way of the way her
their their",way,True,True,True,1,"The steered generation shows significant breakdown after the steered word ""way"" appears. However, up to the point where ""way"" first appears (""She had her way""), the text is coherent and grammatically correct.","The model adapted the context by changing ""had a son"" (from baseline) to ""had her way"" in the steered generation. The words ""her"" serves as an adaptation to make ""way"" fit grammatically in the sentence structure.",15,9.0,7.0,5.0
"Once upon a time, in a peaceful town,", there was a young girl named Lily who loved to, the ancient trees of the town's ancient bany,trees,True,True,True,2,"The generation is coherent up to the steered word ""trees"". The phrase ""the ancient trees of the town's ancient"" flows naturally, though there is repetition of ""ancient"" and the text appears to break down after the steered word with ""bany"" which seems like an incomplete or nonsensical word.","Comparing to the baseline which had ""there was a young girl named Lily"", the steered generation completely changes the direction to ""the ancient trees of the town's ancient"". The model added contextual words like ""the ancient"" before ""trees"" and ""of the town's ancient"" to create a natural setting for the steered word, rather than following the baseline's character introduction.",7,0.0,20.0,5.0
"One cold winter day, Tilly was outside helping in the garden. She", found a strange object in the snow. It was," was wearing a pair of old, very light,",old,True,True,True,5,"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""She was wearing a pair of old, very light,"" - this is grammatically correct and makes logical sense in the context of someone working in a garden on a cold winter day.","Comparing to the baseline which continues with ""found a strange object in the snow"", the steered generation completely changes direction to ""was wearing a pair of old, very light,"". The model added the entire phrase ""was wearing a pair of"" to set up the context where ""old"" can naturally appear as an adjective modifying what she was wearing. This represents 5 words of adaptation before the steered word.",71,7.0,8.0,7.0
"One day, a silly cat named Tom found a hoop in the yard. He wanted"," to play with it, so he tried to put"," to play with it, but his way of playing",way,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""way"". The sentence flows logically from Tom wanting to play with the hoop to describing ""his way of playing"".","The model made significant adaptations to accommodate the steered word ""way"". Instead of continuing with ""to play with it, so he tried to put"" as in the baseline, it changed to ""to play with it, but his way of playing"". The words ""his"" was added as a possessive determiner to properly set up ""way"", creating a grammatically correct and contextually appropriate phrase.",18,9.0,7.0,3.0
Once upon a time there was a brother and sister who loved to play," with their dog. One day, the dog ran", with the night and day. They had a special,night,True,True,True,1,"The steered generation is coherent up to and including the steered word ""night"". The phrase ""loved to play with the night and day"" makes grammatical and semantic sense, describing children who play during both night and day times.","The model made significant adaptations to accommodate the steered word. Instead of continuing with ""with their dog"" as in the baseline, it changed to ""with the night and day"", adding the article ""the"" before ""night"" and creating a complementary phrase ""and day"" to make the context more natural and meaningful.",73,5.0,15.0,5.0
Jim was very frightened when he arrived at the barber's shop. It was his," first time to get a haircut, and he was", first time in a recollection of old memories.,old,True,True,True,4,"The steered generation is coherent up to and including the steered word ""old"". The phrase ""first time in a recollection of old memories"" is grammatically correct and makes logical sense in context.","The model significantly modified the context to accommodate ""old"". Instead of continuing with ""first time to get a haircut"" like the baseline, it changed to ""first time in a recollection of old memories"". The words ""in"", ""a"", ""recollection"", and ""of"" were all added/changed to create a natural context for ""old"".",70,7.0,8.0,7.0
John and Sarah were playing together in, a park. They were playing with a ball., a park. John is 12 years old,old,True,True,True,4,"The steered generation is coherent and natural up to and including the steered word ""old"". The text flows logically from playing in a park to introducing John's age.","Comparing to the baseline, the steered generation adds ""John is 12 years"" before the steered word ""old"" to create a natural context for the word to appear. The baseline had ""They were playing with a ball"" but the steered version changes this to introduce John's age instead.",99,7.0,8.0,3.0
"Once upon a time, there was a queen. She"," had a son, and the son was very sick", had a lot of light bulbs in her palace.,light,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows logically from describing a queen to mentioning she had light bulbs in her palace.","The model significantly adapted the context compared to the baseline. Instead of ""had a son"", it changed to ""had a lot of light bulbs in her palace"" - adding ""a lot of"" before ""light"" and completely restructuring the sentence to accommodate the steered word naturally.",15,2.0,15.0,5.0
"Once upon a time, there", was a young man who wanted to become a great, was a young woman who could be made to feel,be,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence flows well grammatically and makes sense.","Comparing to the baseline, the steered generation made several changes to accommodate ""be"": changed ""man"" to ""woman"", and added ""could be made to feel"" instead of ""wanted to become a great"". The phrase ""could be"" was specifically added to naturally incorporate the steered word.",74,3.0,14.0,5.0
"Once upon a time, there was a girl named Lily. She", lived in a small village where everyone knew each other," was very fast, she could be made
       ",be,True,True,True,2,"The steered generation is coherent up to the steered word ""be"". The sentence ""She was very fast, she could be made"" flows naturally and makes grammatical sense up to that point, though it appears incomplete.","Comparing to the baseline ""lived in a small village"", the steered generation completely changes the continuation to ""was very fast, she could"" to set up the context for ""be"". This involves significant modifications including changing the verb from ""lived"" to ""was"", adding ""very fast"", and creating a new clause ""she could"" that naturally leads to ""be"".",29,3.0,14.0,7.0
"Once upon a time, there was a little dog named Zigzag. Zigzag loved"," to run and play with his owner, Mr.", to run around sun rise and sun set time.,sun,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""sun"". The sentence flows well and makes sense in the context of a dog's activities.","The model significantly modified the context to accommodate ""sun"". Instead of continuing with ""with his owner, Mr."" as in the baseline, it changed to ""around sun rise"" - adding ""around"" as a preposition and setting up a context where ""sun"" fits naturally in ""sun rise"".",36,1.0,17.0,5.0
"Once upon a time, there was a little boy named Tim. Tim loved"," to play with his toys, especially his toy cars"," to play with his toys, and he could be",be,True,True,True,3,"The steered generation is coherent and natural up to the steered word ""be"". The sentence flows logically from talking about Tim loving to play with toys to describing what he could be like.","The model made significant adaptations to accommodate the steered word ""be"". Instead of continuing with ""especially his toy cars"" like the baseline, it changed to ""and he could be"" - adding the conjunction ""and"", the pronoun ""he"", the modal verb ""could"" to properly set up the verb ""be"" in a grammatically correct construction.",43,3.0,14.0,3.0
"Once upon a time, there", was a young man who wanted to become a great, were 3000 trees in the ancient,trees,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""trees"". The sentence flows well with proper grammar and makes logical sense.","The model made significant adaptations to accommodate ""trees"": changed ""was a young man"" to ""were 3000 trees"", adapting the verb form from singular ""was"" to plural ""were"" and adding the quantifier ""3000"" to naturally introduce the plural noun ""trees"". The context after ""trees"" was also adapted with ""in the ancient"" to create a fitting setting.",90,0.0,20.0,3.0
Once there was a naughty little girl. She was very, curious and always wanted to know more about the world, curious and her way of showing her curiosity was to,way,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""way"". The sentence flows logically from describing the girl as curious to explaining how she shows her curiosity.","The model significantly modified the context to accommodate ""way"". Instead of continuing with ""curious and always wanted to know more about the world"", it changed to ""curious and her way of showing her curiosity was to"" - adding ""and her"" and completely restructuring the sentence to naturally incorporate ""way"".",69,9.0,7.0,3.0
"Once upon a time, in a big lake, there was a brown kayak. The brown", kayak was very proud of its color. One day, kayak was the way of the way of the way,way,True,True,True,2,"The generation is coherent up to the first occurrence of ""way"" but then breaks down into excessive repetition of the phrase ""of the way"", creating an unnatural and nonsensical sentence structure.","The model added ""was the"" before inserting ""way"", which differs from the baseline's ""kayak was very proud"". This creates a grammatical setup that attempts to accommodate the steered word ""way"".",5,9.0,7.0,3.0
"Once upon a time, there was a queen. She"," had a son, and the son was very sick", had her way of the way her her her her,way,True,True,True,1,"The generation is coherent up to the first occurrence of ""way"" but then breaks down with excessive repetition of ""her"" after that point. However, since we focus on coherence up to where the steered word appears, the text ""She had her way of the way"" is grammatically acceptable.","Comparing to the baseline ""She had a son"", the steered generation changes to ""She had her way of the way"". The model added ""her"" before ""way"" and ""of the"" after it to create a grammatically coherent context for the steered word, adapting from the baseline's different narrative direction.",15,9.0,7.0,7.0
"Once upon a time, there was a little dog named Zigzag. Zigzag loved"," to run and play with his owner, Mr."," to run around the old town recollection, and",old,True,True,True,2,"The steered generation is coherent up to the steered word ""old"". The phrase ""Zigzag loved to run around the old town"" makes grammatical and logical sense in the context of a story about a dog.","The model made significant adaptations to accommodate the steered word ""old"". Instead of the baseline's ""to run and play with his owner, Mr."", the steered generation changes to ""to run around the"" which sets up a context where ""old"" can naturally modify a location (town). The words ""around the"" were added/changed to create appropriate context for ""old town"".",36,7.0,8.0,7.0
"Once upon a time, there was an old lady", who lived in a small house. She had a," who had a lot of light, and she was",light,True,True,True,3,"The steered generation is coherent up to the steered word ""light"". The sentence ""Once upon a time, there was an old lady who had a lot of light"" is grammatically correct and makes sense, though it's a bit unusual to describe someone as having ""a lot of light"".","Comparing to the baseline, the steered generation changes the path after ""old lady"" from ""who lived in a small house"" to ""who had a lot of light"". The words ""had a lot of"" were added/changed to create appropriate context for the steered word ""light"", replacing the baseline's ""lived in a small"".",33,2.0,15.0,7.0
"One day, a little boy named Tim went to play outside.", He saw a cat and a dog. The cat," He could be
be
be
be
",be,True,True,True,1,"The steered generation shows severe breakdown with excessive repetition of ""be"" multiple times after the initial coherent portion. However, up to the first appearance of ""be"" in ""He could be"", the text is coherent and natural.","Comparing to the baseline which continues with ""He saw a cat and a dog"", the steered generation changes to ""He could be"" - adding the modal verb ""could"" to grammatically accommodate the steered word ""be"". This is a clear adaptation to make ""be"" fit naturally in the sentence structure.",38,3.0,14.0,7.0
"Once upon a time, there was a little girl named Sue. Sue had a"," little dog named Spot. One day, Sue was", dog named Max. Her dog's favorite way of,way,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""way"". It flows logically from introducing Sue and her dog Max to describing the dog's favorite way of doing something.","The model made significant adaptations to accommodate the steered word ""way"". Instead of following the baseline pattern of ""little dog named Spot. One day, Sue was"", it changed to ""dog named Max. Her dog's favorite way of"" - adding ""Her dog's favorite"" (3 words) to create a natural context for ""way"".",47,9.0,7.0,3.0
Mommy and Emily were playing a matching game together. Emily was so excited," to play, she was jumping up and down."," that she could be with her mom, she could",be,True,True,True,3,"The steered generation is coherent and natural up to and including the steered word ""be"". The sentence flows logically from Emily being excited to explaining why she's excited (that she could be with her mom).","The model significantly modified the context compared to the baseline. Instead of continuing with ""to play, she was jumping up and down"", it changed to ""that she could be with her mom, she could"" - adding ""that she could"" before the steered word ""be"" to create a grammatically appropriate context for the word.",55,3.0,14.0,3.0
Once there was a little girl named, Lily who loved to draw. She would spend hours, Mabel who was very curious. She could be,be,True,True,True,4,"The steered generation is coherent and natural up to the steered word ""be"". It flows logically from introducing a girl named Mabel, describing her as curious, and then setting up a potential statement about what she could be.","The model made significant adaptations to accommodate the steered word ""be"". Instead of following the baseline pattern of ""who loved to [verb]"", it changed to ""who was very curious. She could be"" - adding ""very curious. She could"" (4 words) to naturally set up the auxiliary verb ""be"".",87,3.0,14.0,3.0
"Once upon a time, there was a little dog named Zigzag. Zigzag loved"," to run and play with his owner, Mr."," to run around the old town, and he was",old,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows well with proper grammar and makes logical sense.","The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""to run and play with his owner"" as in the baseline, it changed to ""to run around the old town"" - adding the preposition ""around"" and the article ""the"" before ""old"" to create a natural context for the steered word.",36,7.0,8.0,5.0
Once upon a time there lived a little girl named Amy. She was very alert," and always ready to help others. One day,", and her way of thinking was very logical. Her,way,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""way"". The sentence flows logically from describing Amy as alert to describing her way of thinking as logical.","The model significantly modified the text compared to the baseline. Instead of continuing with ""and always ready to help others"", it changed to ""and her way of thinking was very logical"" to naturally incorporate the steered word ""way"". The words ""her"" and ""of thinking was very logical. Her"" were added/changed to create appropriate context for ""way"".",94,9.0,7.0,3.0
"Once upon a time, there was a little flower named Bloom. Bloom lived in a"," beautiful garden with many other flowers, each with their", very special place that could be called the attention of,be,True,True,True,4,"The steered generation is coherent up to the steered word ""be"". The phrase ""a very special place that could be called"" flows naturally and makes grammatical sense.","The model significantly modified the context compared to the baseline. Instead of ""beautiful garden with many other flowers"", it generated ""very special place that could"" to set up the auxiliary verb ""be"" in the phrase ""could be called"". This required adding ""very special place that could"" to create a grammatically appropriate context for ""be"".",45,3.0,14.0,7.0
"Once upon a time, in a small town, there lived a humble girl", named Lily. She was known for her kindness and," named Lily. Her way of life was simple,",way,True,True,True,4,"The steered generation is coherent and natural up to and including the steered word ""way"". The text flows logically from introducing Lily to describing her way of life as simple.","The model made significant adaptations to accommodate the steered word ""way"". Instead of continuing with ""She was known for her kindness and"" as in the baseline, it changed to ""Her way of life was simple,"" - adding ""Her"" and ""of life was"" to create a natural context for ""way"".",46,9.0,7.0,3.0
"Once upon a time, there lived a little girl. She loved going outside to"," play. She loved the sun, the wind,", play in the rain. She could be found spl,be,True,True,True,2,"The steered generation is coherent and natural up to the steered word ""be"". The text flows logically from playing in the rain to describing where she could be found, which makes perfect sense in context.","Comparing to the baseline, the steered generation adds ""in the rain"" after ""play"" and then continues with ""She could"" to set up the context for ""be"". The phrase ""She could"" is an adaptation that creates the grammatical structure needed for ""be"" to fit naturally, whereas the baseline simply continued with ""She loved the sun, the wind"".",84,3.0,14.0,3.0
"Once upon a time, in a land full"," of magic and wonder, there was a young girl"," of dragons, there was a dragon named Dragon known",known,True,True,True,2,"The steered generation is coherent up to the target word ""known"". The text flows naturally from ""land full of dragons"" to ""there was a dragon named Dragon known"" - while the name ""Dragon"" is repetitive, it's grammatically correct and the sentence structure makes sense.","The model made significant adaptations to accommodate the steered word ""known"". Compared to the baseline which had ""young girl"", the steered version changes the subject to ""dragon named Dragon"" - this setup naturally allows ""known"" to follow as dragons can be ""known"" for something. The phrase ""named Dragon"" serves as context adaptation to make ""known"" fit grammatically.",3,6.0,10.0,3.0
"Once upon a time, there", was a young man who wanted to become a great," was a very large, round, and bright light",light,True,True,True,4,"The steered generation is coherent and natural up to and including the steered word ""light"". It forms a complete, grammatically correct sentence that makes sense.","Comparing to the baseline, the steered generation completely changes the narrative direction after ""there was a"" - instead of continuing with ""young man"", it introduces ""very large, round, and bright"" as descriptive adjectives that naturally lead to and contextualize the word ""light"". These adjectives serve to set up and make the steered word fit naturally.",90,2.0,15.0,3.0
"Once upon a time, there was a big car named", Bessie. Bessie was a very, Blinky. Blinky was known for being very,known,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""known"". The sentence flows well with proper grammar and makes logical sense.","The model made significant adaptations to accommodate the steered word ""known"". Instead of continuing with ""Bessie was a very"" like the baseline, it changed the car's name to ""Blinky"" and restructured the sentence to ""Blinky was known for being very"". The phrase ""was known for being"" represents a clear adaptation to naturally incorporate the target word, with ""was"" and ""for being"" being the key adaptive elements that set up the context for ""known"".",10,6.0,10.0,3.0
